🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
Unsloth: Your Flash Attention 2 installation seems to be broken. Using Xformers instead. No performance changes will be seen.
🦥 Unsloth Zoo will now patch everything to make training faster!
==((====))==  Unsloth 2026.4.6: Fast Qwen3_5 patching. Transformers: 5.5.0. vLLM: 0.19.1.
   \\   /|    NVIDIA GeForce RTX 5080 Laptop GPU. Num GPUs = 1. Max memory: 15.471 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.10.0+cu128. CUDA: 12.0. CUDA Toolkit: 12.8. Triton: 3.6.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.35. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Unsloth: QLoRA and full finetuning all not selected. Switching to 16bit LoRA.
2026-05-01 00:53:27.613 | INFO     | __main__:main:67 - Loading configuration from cfgs/preference_numbers/open_model_qwen3.5-4b-unsloth.py (variable: control_ft_job)...
2026-05-01 00:53:27.887 | INFO     | __main__:main:76 - Starting fine-tuning job...
2026-05-01 00:53:27.887 | INFO     | sl.finetuning.services:run_finetuning_job:184 - Starting fine-tuning job for open_source model: unsloth/Qwen3.5-4B
2026-05-01 00:53:27.888 | INFO     | sl.finetuning.services:run_finetuning_job:193 - Sampled 10000 rows from 25377 total rows
The fast path is not available because one of the required library is not installed. Falling back to torch implementation. To install follow https://github.com/fla-org/flash-linear-attention#installation and https://github.com/Dao-AILab/causal-conv1d
Loading weights: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 723/723 [00:00<00:00, 781.59it/s]
Map: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10000/10000 [00:00<00:00, 10295.66 examples/s]
Unsloth: Tokenizing ["text"] (num_proc=1): 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 10000/10000 [00:02<00:00, 3792.74 examples/s]
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'eos_token_id': 248046}.
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 1
   \\   /|    Num examples = 10,000 | Num Epochs = 3 | Total steps = 456
O^O/ \_/ \    Batch size per device = 22 | Gradient accumulation steps = 3
\        /    Data Parallel GPUs = 1 | Total batch size (22 x 3 x 1) = 66
 "-____-"     Trainable parameters = 10,616,832 of 4,549,882,368 (0.23% trained){'loss': '1.957', 'grad_norm': '0.7223', 'learning_rate': '0', 'epoch': '0.006593'}
{'loss': '1.96', 'grad_norm': '0.7357', 'learning_rate': '4e-05', 'epoch': '0.01319'}
{'loss': '0.7246', 'grad_norm': '0.1099', 'learning_rate': '0.0001078', 'epoch': '1.409'}
{'loss': '0.7425', 'grad_norm': '0.1248', 'learning_rate': '0.0001073', 'epoch': '1.415'}
{'loss': '0.7486', 'grad_norm': '0.1142', 'learning_rate': '0.0001069', 'epoch': '1.422'}
{'loss': '0.7471', 'grad_norm': '0.1058', 'learning_rate': '0.0001064', 'epoch': '1.429'}
{'loss': '0.7571', 'grad_norm': '0.1024', 'learning_rate': '0.000106', 'epoch': '1.435'}
{'loss': '0.7358', 'grad_norm': '0.1156', 'learning_rate': '0.0001055', 'epoch': '1.442'}
{'loss': '0.738', 'grad_norm': '0.1159', 'learning_rate': '0.0001051', 'epoch': '1.448'}
{'loss': '0.6982', 'grad_norm': '0.1062', 'learning_rate': '0.0001047', 'epoch': '1.455'}
{'loss': '0.7393', 'grad_norm': '0.1066', 'learning_rate': '0.0001042', 'epoch': '1.462'}
{'loss': '0.7364', 'grad_norm': '0.09225', 'learning_rate': '0.0001038', 'epoch': '1.468'}
{'loss': '0.6932', 'grad_norm': '0.1111', 'learning_rate': '0.0001033', 'epoch': '1.475'}
{'loss': '0.7556', 'grad_norm': '0.114', 'learning_rate': '0.0001029', 'epoch': '1.481'}
{'loss': '0.7407', 'grad_norm': '0.1053', 'learning_rate': '0.0001024', 'epoch': '1.488'}
{'loss': '0.7575', 'grad_norm': '0.1067', 'learning_rate': '0.000102', 'epoch': '1.495'}
{'loss': '0.7086', 'grad_norm': '0.1047', 'learning_rate': '0.0001016', 'epoch': '1.501'}
{'loss': '0.7475', 'grad_norm': '0.1031', 'learning_rate': '0.0001011', 'epoch': '1.508'}
{'loss': '0.7439', 'grad_norm': '0.09351', 'learning_rate': '0.0001007', 'epoch': '1.514'}
{'loss': '0.7775', 'grad_norm': '0.09701', 'learning_rate': '0.0001002', 'epoch': '1.521'}
{'loss': '0.7503', 'grad_norm': '0.114', 'learning_rate': '9.978e-05', 'epoch': '1.527'}
{'loss': '0.731', 'grad_norm': '0.1338', 'learning_rate': '9.933e-05', 'epoch': '1.534'}
{'loss': '0.7668', 'grad_norm': '0.09048', 'learning_rate': '9.889e-05', 'epoch': '1.541'}
{'loss': '0.7169', 'grad_norm': '0.1018', 'learning_rate': '9.845e-05', 'epoch': '1.547'}
{'loss': '0.7187', 'grad_norm': '0.1095', 'learning_rate': '9.8e-05', 'epoch': '1.554'}
{'loss': '0.7054', 'grad_norm': '0.102', 'learning_rate': '9.756e-05', 'epoch': '1.56'}
{'loss': '0.7514', 'grad_norm': '0.1018', 'learning_rate': '9.712e-05', 'epoch': '1.567'}
{'loss': '0.7598', 'grad_norm': '0.1205', 'learning_rate': '9.667e-05', 'epoch': '1.574'}
{'loss': '0.6953', 'grad_norm': '0.1127', 'learning_rate': '9.623e-05', 'epoch': '1.58'}
{'loss': '0.7461', 'grad_norm': '0.1097', 'learning_rate': '9.579e-05', 'epoch': '1.587'}
{'loss': '0.7366', 'grad_norm': '0.1', 'learning_rate': '9.534e-05', 'epoch': '1.593'}
{'loss': '0.771', 'grad_norm': '0.1128', 'learning_rate': '9.49e-05', 'epoch': '1.6'}
{'loss': '0.7397', 'grad_norm': '0.1214', 'learning_rate': '9.446e-05', 'epoch': '1.607'}
{'loss': '0.7478', 'grad_norm': '0.1104', 'learning_rate': '9.401e-05', 'epoch': '1.613'}
{'loss': '0.7443', 'grad_norm': '0.1171', 'learning_rate': '9.357e-05', 'epoch': '1.62'}
{'loss': '0.7481', 'grad_norm': '0.1018', 'learning_rate': '9.313e-05', 'epoch': '1.626'}
{'loss': '0.7427', 'grad_norm': '0.1164', 'learning_rate': '9.268e-05', 'epoch': '1.633'}
{'loss': '0.7512', 'grad_norm': '0.1129', 'learning_rate': '9.224e-05', 'epoch': '1.64'}
{'loss': '0.7095', 'grad_norm': '0.1139', 'learning_rate': '9.18e-05', 'epoch': '1.646'}
{'loss': '0.7744', 'grad_norm': '0.1073', 'learning_rate': '9.135e-05', 'epoch': '1.653'}
{'loss': '0.7577', 'grad_norm': '0.1136', 'learning_rate': '9.091e-05', 'epoch': '1.659'}
{'loss': '0.7351', 'grad_norm': '0.1054', 'learning_rate': '9.047e-05', 'epoch': '1.666'}
{'loss': '0.7623', 'grad_norm': '0.1118', 'learning_rate': '9.002e-05', 'epoch': '1.673'}
{'loss': '0.7372', 'grad_norm': '0.1227', 'learning_rate': '8.958e-05', 'epoch': '1.679'}
{'loss': '0.6993', 'grad_norm': '0.1054', 'learning_rate': '8.914e-05', 'epoch': '1.686'}
{'loss': '0.7182', 'grad_norm': '0.102', 'learning_rate': '8.869e-05', 'epoch': '1.692'}
{'loss': '0.7302', 'grad_norm': '0.1164', 'learning_rate': '8.825e-05', 'epoch': '1.699'}
{'loss': '0.7681', 'grad_norm': '0.0985', 'learning_rate': '8.78e-05', 'epoch': '1.705'}
{'loss': '0.7673', 'grad_norm': '0.1083', 'learning_rate': '8.736e-05', 'epoch': '1.712'}
{'loss': '0.7573', 'grad_norm': '0.122', 'learning_rate': '8.692e-05', 'epoch': '1.719'}
{'loss': '0.7202', 'grad_norm': '0.09246', 'learning_rate': '8.647e-05', 'epoch': '1.725'}
{'loss': '0.7469', 'grad_norm': '0.1184', 'learning_rate': '8.603e-05', 'epoch': '1.732'}
{'loss': '0.7642', 'grad_norm': '0.1033', 'learning_rate': '8.559e-05', 'epoch': '1.738'}
{'loss': '0.7471', 'grad_norm': '0.1005', 'learning_rate': '8.514e-05', 'epoch': '1.745'}
{'loss': '0.7384', 'grad_norm': '0.1045', 'learning_rate': '8.47e-05', 'epoch': '1.752'}
{'loss': '0.7259', 'grad_norm': '0.09656', 'learning_rate': '8.426e-05', 'epoch': '1.758'}
{'loss': '0.7591', 'grad_norm': '0.116', 'learning_rate': '8.381e-05', 'epoch': '1.765'}
{'loss': '0.7572', 'grad_norm': '0.09938', 'learning_rate': '8.337e-05', 'epoch': '1.771'}
{'loss': '0.7536', 'grad_norm': '0.1105', 'learning_rate': '8.293e-05', 'epoch': '1.778'}
{'loss': '0.7539', 'grad_norm': '0.1005', 'learning_rate': '8.248e-05', 'epoch': '1.785'}
{'loss': '0.7358', 'grad_norm': '0.1039', 'learning_rate': '8.204e-05', 'epoch': '1.791'}
{'loss': '0.7431', 'grad_norm': '0.08362', 'learning_rate': '8.16e-05', 'epoch': '1.798'}
{'loss': '0.7434', 'grad_norm': '0.09751', 'learning_rate': '8.115e-05', 'epoch': '1.804'}
{'loss': '0.7368', 'grad_norm': '0.09173', 'learning_rate': '8.071e-05', 'epoch': '1.811'}
{'loss': '0.7308', 'grad_norm': '0.1062', 'learning_rate': '8.027e-05', 'epoch': '1.818'}
{'loss': '0.7395', 'grad_norm': '0.1041', 'learning_rate': '7.982e-05', 'epoch': '1.824'}
{'loss': '0.7405', 'grad_norm': '0.1111', 'learning_rate': '7.938e-05', 'epoch': '1.831'}
{'loss': '0.7175', 'grad_norm': '0.1005', 'learning_rate': '7.894e-05', 'epoch': '1.837'}
{'loss': '0.7492', 'grad_norm': '0.118', 'learning_rate': '7.849e-05', 'epoch': '1.844'}
{'loss': '0.7464', 'grad_norm': '0.103', 'learning_rate': '7.805e-05', 'epoch': '1.851'}
{'loss': '0.7394', 'grad_norm': '0.09791', 'learning_rate': '7.761e-05', 'epoch': '1.857'}
{'loss': '0.777', 'grad_norm': '0.1048', 'learning_rate': '7.716e-05', 'epoch': '1.864'}
{'loss': '0.7578', 'grad_norm': '0.08922', 'learning_rate': '7.672e-05', 'epoch': '1.87'}
{'loss': '0.7635', 'grad_norm': '0.1056', 'learning_rate': '7.627e-05', 'epoch': '1.877'}
{'loss': '0.7285', 'grad_norm': '0.1014', 'learning_rate': '7.583e-05', 'epoch': '1.884'}
{'loss': '0.7334', 'grad_norm': '0.1099', 'learning_rate': '7.539e-05', 'epoch': '1.89'}
{'loss': '0.7615', 'grad_norm': '0.1068', 'learning_rate': '7.494e-05', 'epoch': '1.897'}
{'loss': '0.7682', 'grad_norm': '0.1008', 'learning_rate': '7.45e-05', 'epoch': '1.903'}
{'loss': '0.7558', 'grad_norm': '0.09528', 'learning_rate': '7.406e-05', 'epoch': '1.91'}
{'loss': '0.7795', 'grad_norm': '0.1056', 'learning_rate': '7.361e-05', 'epoch': '1.916'}
{'loss': '0.7231', 'grad_norm': '0.09953', 'learning_rate': '7.317e-05', 'epoch': '1.923'}
{'loss': '0.7057', 'grad_norm': '0.1065', 'learning_rate': '7.273e-05', 'epoch': '1.93'}
{'loss': '0.7686', 'grad_norm': '0.1104', 'learning_rate': '7.228e-05', 'epoch': '1.936'}
{'loss': '0.7252', 'grad_norm': '0.102', 'learning_rate': '7.184e-05', 'epoch': '1.943'}
{'loss': '0.7502', 'grad_norm': '0.0933', 'learning_rate': '7.14e-05', 'epoch': '1.949'}
{'loss': '0.7237', 'grad_norm': '0.09263', 'learning_rate': '7.095e-05', 'epoch': '1.956'}
{'loss': '0.7297', 'grad_norm': '0.09754', 'learning_rate': '7.051e-05', 'epoch': '1.963'}
{'loss': '0.7106', 'grad_norm': '0.1043', 'learning_rate': '7.007e-05', 'epoch': '1.969'}
{'loss': '0.7579', 'grad_norm': '0.09662', 'learning_rate': '6.962e-05', 'epoch': '1.976'}
{'loss': '0.7094', 'grad_norm': '0.09717', 'learning_rate': '6.918e-05', 'epoch': '1.982'}
{'loss': '0.7813', 'grad_norm': '0.1027', 'learning_rate': '6.874e-05', 'epoch': '1.989'}
{'loss': '0.7272', 'grad_norm': '0.09982', 'learning_rate': '6.829e-05', 'epoch': '1.996'}
{'loss': '0.7183', 'grad_norm': '0.1348', 'learning_rate': '6.785e-05', 'epoch': '2'}
{'loss': '0.7424', 'grad_norm': '0.1056', 'learning_rate': '6.741e-05', 'epoch': '2.007'}
{'loss': '0.7336', 'grad_norm': '0.1007', 'learning_rate': '6.696e-05', 'epoch': '2.013'}
{'loss': '0.7579', 'grad_norm': '0.09882', 'learning_rate': '6.652e-05', 'epoch': '2.02'}
{'loss': '0.7426', 'grad_norm': '0.1031', 'learning_rate': '6.608e-05', 'epoch': '2.026'}
{'loss': '0.7433', 'grad_norm': '0.09671', 'learning_rate': '6.563e-05', 'epoch': '2.033'}
{'loss': '0.7545', 'grad_norm': '0.1034', 'learning_rate': '6.519e-05', 'epoch': '2.04'}
{'loss': '0.7122', 'grad_norm': '0.1255', 'learning_rate': '6.475e-05', 'epoch': '2.046'}
{'loss': '0.7535', 'grad_norm': '0.1064', 'learning_rate': '6.43e-05', 'epoch': '2.053'}
{'loss': '0.727', 'grad_norm': '0.09388', 'learning_rate': '6.386e-05', 'epoch': '2.059'}
{'loss': '0.7642', 'grad_norm': '0.1049', 'learning_rate': '6.341e-05', 'epoch': '2.066'}
{'loss': '0.7282', 'grad_norm': '0.1028', 'learning_rate': '6.297e-05', 'epoch': '2.073'}
{'loss': '0.7457', 'grad_norm': '0.09701', 'learning_rate': '6.253e-05', 'epoch': '2.079'}
{'loss': '0.7563', 'grad_norm': '0.09831', 'learning_rate': '6.208e-05', 'epoch': '2.086'}
{'loss': '0.7436', 'grad_norm': '0.1078', 'learning_rate': '6.164e-05', 'epoch': '2.092'}
{'loss': '0.7824', 'grad_norm': '0.1013', 'learning_rate': '6.12e-05', 'epoch': '2.099'}
{'loss': '0.7382', 'grad_norm': '0.1002', 'learning_rate': '6.075e-05', 'epoch': '2.105'}
{'loss': '0.7236', 'grad_norm': '0.09505', 'learning_rate': '6.031e-05', 'epoch': '2.112'}
{'loss': '0.718', 'grad_norm': '0.1027', 'learning_rate': '5.987e-05', 'epoch': '2.119'}
{'loss': '0.7287', 'grad_norm': '0.1184', 'learning_rate': '5.942e-05', 'epoch': '2.125'}
{'loss': '0.7569', 'grad_norm': '0.1123', 'learning_rate': '5.898e-05', 'epoch': '2.132'}
{'loss': '0.7493', 'grad_norm': '0.1051', 'learning_rate': '5.854e-05', 'epoch': '2.138'}
{'loss': '0.723', 'grad_norm': '0.1069', 'learning_rate': '5.809e-05', 'epoch': '2.145'}
{'loss': '0.7042', 'grad_norm': '0.1089', 'learning_rate': '5.765e-05', 'epoch': '2.152'}
{'loss': '0.683', 'grad_norm': '0.1039', 'learning_rate': '5.721e-05', 'epoch': '2.158'}
{'loss': '0.7368', 'grad_norm': '0.1051', 'learning_rate': '5.676e-05', 'epoch': '2.165'}
{'loss': '0.7219', 'grad_norm': '0.1027', 'learning_rate': '5.632e-05', 'epoch': '2.171'}
{'loss': '0.7456', 'grad_norm': '0.09929', 'learning_rate': '5.588e-05', 'epoch': '2.178'}
{'loss': '0.7573', 'grad_norm': '0.09809', 'learning_rate': '5.543e-05', 'epoch': '2.185'}
{'loss': '0.7281', 'grad_norm': '0.1041', 'learning_rate': '5.499e-05', 'epoch': '2.191'}
{'loss': '0.7525', 'grad_norm': '0.1083', 'learning_rate': '5.455e-05', 'epoch': '2.198'}
{'loss': '0.6999', 'grad_norm': '0.126', 'learning_rate': '5.41e-05', 'epoch': '2.204'}
{'loss': '0.7464', 'grad_norm': '0.1012', 'learning_rate': '5.366e-05', 'epoch': '2.211'}
{'loss': '0.7318', 'grad_norm': '0.109', 'learning_rate': '5.322e-05', 'epoch': '2.218'}
{'loss': '0.7408', 'grad_norm': '0.1117', 'learning_rate': '5.277e-05', 'epoch': '2.224'}
{'loss': '0.7172', 'grad_norm': '0.09501', 'learning_rate': '5.233e-05', 'epoch': '2.231'}
{'loss': '0.7522', 'grad_norm': '0.1004', 'learning_rate': '5.188e-05', 'epoch': '2.237'}
{'loss': '0.725', 'grad_norm': '0.1007', 'learning_rate': '5.144e-05', 'epoch': '2.244'}
{'loss': '0.7266', 'grad_norm': '0.1012', 'learning_rate': '5.1e-05', 'epoch': '2.251'}
{'loss': '0.7524', 'grad_norm': '0.0997', 'learning_rate': '5.055e-05', 'epoch': '2.257'}
{'loss': '0.7397', 'grad_norm': '0.09848', 'learning_rate': '5.011e-05', 'epoch': '2.264'}
{'loss': '0.7316', 'grad_norm': '0.1078', 'learning_rate': '4.967e-05', 'epoch': '2.27'}
{'loss': '0.7583', 'grad_norm': '0.1009', 'learning_rate': '4.922e-05', 'epoch': '2.277'}
{'loss': '0.7284', 'grad_norm': '0.1068', 'learning_rate': '4.878e-05', 'epoch': '2.284'}
{'loss': '0.726', 'grad_norm': '0.09764', 'learning_rate': '4.834e-05', 'epoch': '2.29'}
{'loss': '0.7431', 'grad_norm': '0.1076', 'learning_rate': '4.789e-05', 'epoch': '2.297'}
{'loss': '0.7135', 'grad_norm': '0.0941', 'learning_rate': '4.745e-05', 'epoch': '2.303'}
{'loss': '0.7448', 'grad_norm': '0.1048', 'learning_rate': '4.701e-05', 'epoch': '2.31'}
{'loss': '0.7316', 'grad_norm': '0.09847', 'learning_rate': '4.656e-05', 'epoch': '2.316'}
{'loss': '0.7368', 'grad_norm': '0.1004', 'learning_rate': '4.612e-05', 'epoch': '2.323'}
{'loss': '0.7451', 'grad_norm': '0.103', 'learning_rate': '4.568e-05', 'epoch': '2.33'}
{'loss': '0.76', 'grad_norm': '0.0965', 'learning_rate': '4.523e-05', 'epoch': '2.336'}
{'loss': '0.6931', 'grad_norm': '0.1147', 'learning_rate': '4.479e-05', 'epoch': '2.343'}
{'loss': '0.7309', 'grad_norm': '0.09866', 'learning_rate': '4.435e-05', 'epoch': '2.349'}
{'loss': '0.7738', 'grad_norm': '0.1048', 'learning_rate': '4.39e-05', 'epoch': '2.356'}
{'loss': '0.7419', 'grad_norm': '0.1046', 'learning_rate': '4.346e-05', 'epoch': '2.363'}
{'loss': '0.755', 'grad_norm': '0.1119', 'learning_rate': '4.302e-05', 'epoch': '2.369'}
{'loss': '0.7288', 'grad_norm': '0.1032', 'learning_rate': '4.257e-05', 'epoch': '2.376'}
{'loss': '0.7256', 'grad_norm': '0.1087', 'learning_rate': '4.213e-05', 'epoch': '2.382'}
{'loss': '0.7189', 'grad_norm': '0.1165', 'learning_rate': '4.169e-05', 'epoch': '2.389'}
{'loss': '0.7368', 'grad_norm': '0.1006', 'learning_rate': '4.124e-05', 'epoch': '2.396'}
{'loss': '0.7615', 'grad_norm': '0.1014', 'learning_rate': '4.08e-05', 'epoch': '2.402'}
{'loss': '0.7142', 'grad_norm': '0.1086', 'learning_rate': '4.035e-05', 'epoch': '2.409'}
{'loss': '0.7387', 'grad_norm': '0.1051', 'learning_rate': '3.991e-05', 'epoch': '2.415'}
{'loss': '0.7322', 'grad_norm': '0.1012', 'learning_rate': '3.947e-05', 'epoch': '2.422'}
{'loss': '0.7242', 'grad_norm': '0.1035', 'learning_rate': '3.902e-05', 'epoch': '2.429'}
{'loss': '0.7317', 'grad_norm': '0.1023', 'learning_rate': '3.858e-05', 'epoch': '2.435'}
{'loss': '0.7393', 'grad_norm': '0.1009', 'learning_rate': '3.814e-05', 'epoch': '2.442'}
{'loss': '0.7406', 'grad_norm': '0.1083', 'learning_rate': '3.769e-05', 'epoch': '2.448'}
{'loss': '0.74', 'grad_norm': '0.1007', 'learning_rate': '3.725e-05', 'epoch': '2.455'}
{'loss': '0.7574', 'grad_norm': '0.1088', 'learning_rate': '3.681e-05', 'epoch': '2.462'}
{'loss': '0.7086', 'grad_norm': '0.09916', 'learning_rate': '3.636e-05', 'epoch': '2.468'}
{'loss': '0.7043', 'grad_norm': '0.1038', 'learning_rate': '3.592e-05', 'epoch': '2.475'}
{'loss': '0.7328', 'grad_norm': '0.09891', 'learning_rate': '3.548e-05', 'epoch': '2.481'}
{'loss': '0.7256', 'grad_norm': '0.1008', 'learning_rate': '3.503e-05', 'epoch': '2.488'}
{'loss': '0.7018', 'grad_norm': '0.1063', 'learning_rate': '3.459e-05', 'epoch': '2.495'}
{'loss': '0.7327', 'grad_norm': '0.09753', 'learning_rate': '3.415e-05', 'epoch': '2.501'}
{'loss': '0.7351', 'grad_norm': '0.1048', 'learning_rate': '3.37e-05', 'epoch': '2.508'}
{'loss': '0.74', 'grad_norm': '0.09888', 'learning_rate': '3.326e-05', 'epoch': '2.514'}
{'loss': '0.7539', 'grad_norm': '0.1047', 'learning_rate': '3.282e-05', 'epoch': '2.521'}
{'loss': '0.7223', 'grad_norm': '0.09658', 'learning_rate': '3.237e-05', 'epoch': '2.527'}
{'loss': '0.738', 'grad_norm': '0.1071', 'learning_rate': '3.193e-05', 'epoch': '2.534'}
{'loss': '0.7442', 'grad_norm': '0.09957', 'learning_rate': '3.149e-05', 'epoch': '2.541'}
{'loss': '0.7376', 'grad_norm': '0.1022', 'learning_rate': '3.104e-05', 'epoch': '2.547'}
{'loss': '0.7287', 'grad_norm': '0.09459', 'learning_rate': '3.06e-05', 'epoch': '2.554'}
{'loss': '0.7519', 'grad_norm': '0.1008', 'learning_rate': '3.016e-05', 'epoch': '2.56'}
{'loss': '0.8085', 'grad_norm': '0.09877', 'learning_rate': '2.971e-05', 'epoch': '2.567'}
{'loss': '0.7356', 'grad_norm': '0.09486', 'learning_rate': '2.927e-05', 'epoch': '2.574'}
{'loss': '0.7726', 'grad_norm': '0.1003', 'learning_rate': '2.882e-05', 'epoch': '2.58'}
{'loss': '0.708', 'grad_norm': '0.1054', 'learning_rate': '2.838e-05', 'epoch': '2.587'}
{'loss': '0.741', 'grad_norm': '0.1158', 'learning_rate': '2.794e-05', 'epoch': '2.593'}
{'loss': '0.7352', 'grad_norm': '0.1077', 'learning_rate': '2.749e-05', 'epoch': '2.6'}
{'loss': '0.7522', 'grad_norm': '0.1063', 'learning_rate': '2.705e-05', 'epoch': '2.607'}
{'loss': '0.7247', 'grad_norm': '0.0988', 'learning_rate': '2.661e-05', 'epoch': '2.613'}
{'loss': '0.7519', 'grad_norm': '0.1035', 'learning_rate': '2.616e-05', 'epoch': '2.62'}
{'loss': '0.755', 'grad_norm': '0.1028', 'learning_rate': '2.572e-05', 'epoch': '2.626'}
{'loss': '0.7281', 'grad_norm': '0.1045', 'learning_rate': '2.528e-05', 'epoch': '2.633'}
{'loss': '0.7225', 'grad_norm': '0.09816', 'learning_rate': '2.483e-05', 'epoch': '2.64'}
{'loss': '0.7443', 'grad_norm': '0.106', 'learning_rate': '2.439e-05', 'epoch': '2.646'}
{'loss': '0.7673', 'grad_norm': '0.09263', 'learning_rate': '2.395e-05', 'epoch': '2.653'}
{'loss': '0.7574', 'grad_norm': '0.1025', 'learning_rate': '2.35e-05', 'epoch': '2.659'}
{'loss': '0.733', 'grad_norm': '0.1079', 'learning_rate': '2.306e-05', 'epoch': '2.666'}
{'loss': '0.7402', 'grad_norm': '0.1043', 'learning_rate': '2.262e-05', 'epoch': '2.673'}
{'loss': '0.7527', 'grad_norm': '0.1096', 'learning_rate': '2.217e-05', 'epoch': '2.679'}
{'loss': '0.7283', 'grad_norm': '0.1004', 'learning_rate': '2.173e-05', 'epoch': '2.686'}
{'loss': '0.7463', 'grad_norm': '0.09949', 'learning_rate': '2.129e-05', 'epoch': '2.692'}
{'loss': '0.7641', 'grad_norm': '0.1075', 'learning_rate': '2.084e-05', 'epoch': '2.699'}
{'loss': '0.719', 'grad_norm': '0.1043', 'learning_rate': '2.04e-05', 'epoch': '2.705'}
{'loss': '0.7109', 'grad_norm': '0.1057', 'learning_rate': '1.996e-05', 'epoch': '2.712'}
{'loss': '0.7168', 'grad_norm': '0.1055', 'learning_rate': '1.951e-05', 'epoch': '2.719'}
{'loss': '0.6996', 'grad_norm': '0.09521', 'learning_rate': '1.907e-05', 'epoch': '2.725'}
{'loss': '0.7588', 'grad_norm': '0.09872', 'learning_rate': '1.863e-05', 'epoch': '2.732'}
{'loss': '0.6934', 'grad_norm': '0.1188', 'learning_rate': '1.818e-05', 'epoch': '2.738'}
{'loss': '0.7186', 'grad_norm': '0.0991', 'learning_rate': '1.774e-05', 'epoch': '2.745'}
{'loss': '0.7956', 'grad_norm': '0.1037', 'learning_rate': '1.729e-05', 'epoch': '2.752'}
{'loss': '0.7244', 'grad_norm': '0.1078', 'learning_rate': '1.685e-05', 'epoch': '2.758'}
{'loss': '0.722', 'grad_norm': '0.09872', 'learning_rate': '1.641e-05', 'epoch': '2.765'}
{'loss': '0.7401', 'grad_norm': '0.1073', 'learning_rate': '1.596e-05', 'epoch': '2.771'}
{'loss': '0.7058', 'grad_norm': '0.09764', 'learning_rate': '1.552e-05', 'epoch': '2.778'}
{'loss': '0.728', 'grad_norm': '0.1033', 'learning_rate': '1.508e-05', 'epoch': '2.785'}
{'loss': '0.7464', 'grad_norm': '0.1007', 'learning_rate': '1.463e-05', 'epoch': '2.791'}
{'loss': '0.7634', 'grad_norm': '0.1055', 'learning_rate': '1.419e-05', 'epoch': '2.798'}
{'loss': '0.7418', 'grad_norm': '0.09706', 'learning_rate': '1.375e-05', 'epoch': '2.804'}
{'loss': '0.7226', 'grad_norm': '0.1054', 'learning_rate': '1.33e-05', 'epoch': '2.811'}
{'loss': '0.7491', 'grad_norm': '0.1049', 'learning_rate': '1.286e-05', 'epoch': '2.818'}
{'loss': '0.7206', 'grad_norm': '0.104', 'learning_rate': '1.242e-05', 'epoch': '2.824'}
{'loss': '0.7299', 'grad_norm': '0.1068', 'learning_rate': '1.197e-05', 'epoch': '2.831'}
{'loss': '0.7013', 'grad_norm': '0.09757', 'learning_rate': '1.153e-05', 'epoch': '2.837'}
{'loss': '0.7632', 'grad_norm': '0.09688', 'learning_rate': '1.109e-05', 'epoch': '2.844'}
{'loss': '0.6738', 'grad_norm': '0.1106', 'learning_rate': '1.064e-05', 'epoch': '2.851'}
{'loss': '0.7284', 'grad_norm': '0.1009', 'learning_rate': '1.02e-05', 'epoch': '2.857'}
{'loss': '0.7231', 'grad_norm': '0.1061', 'learning_rate': '9.756e-06', 'epoch': '2.864'}
{'loss': '0.736', 'grad_norm': '0.1016', 'learning_rate': '9.313e-06', 'epoch': '2.87'}
{'loss': '0.7049', 'grad_norm': '0.1063', 'learning_rate': '8.869e-06', 'epoch': '2.877'}
{'loss': '0.6973', 'grad_norm': '0.1046', 'learning_rate': '8.426e-06', 'epoch': '2.884'}
{'loss': '0.7331', 'grad_norm': '0.106', 'learning_rate': '7.982e-06', 'epoch': '2.89'}
{'loss': '0.7106', 'grad_norm': '0.1085', 'learning_rate': '7.539e-06', 'epoch': '2.897'}
{'loss': '0.7151', 'grad_norm': '0.09834', 'learning_rate': '7.095e-06', 'epoch': '2.903'}
{'loss': '0.7304', 'grad_norm': '0.1064', 'learning_rate': '6.652e-06', 'epoch': '2.91'}
{'loss': '0.7294', 'grad_norm': '0.1015', 'learning_rate': '6.208e-06', 'epoch': '2.916'}
{'loss': '0.7787', 'grad_norm': '0.09108', 'learning_rate': '5.765e-06', 'epoch': '2.923'}
{'loss': '0.714', 'grad_norm': '0.1016', 'learning_rate': '5.322e-06', 'epoch': '2.93'}
{'loss': '0.7323', 'grad_norm': '0.1082', 'learning_rate': '4.878e-06', 'epoch': '2.936'}
{'loss': '0.7523', 'grad_norm': '0.1054', 'learning_rate': '4.435e-06', 'epoch': '2.943'}
